date,day as a number,Physical distancing-Closure of educational institutions-Daycare nursery,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,Case management and quarantine-Contact tracing-Mobile technology,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Workplace measures-Teleworking,Case management and quarantine-Contact tracing-Other,Case management and quarantine-Quarantine-For contacts,General-Exemptions to NPIs-Vaccination proof,Hygiene and safety measure-Other-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,Physical distancing-Closure of educational institutions-Higher Education,International travel-Quarantine for international travellers-Not applicable,Physical distancing-Public gathering restriction-Ban on all events,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Primary School,Hygiene and safety measure-Protective mask use community-Closed public spaces,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Isolation of case-Not applicable,Physical distancing-Public gathering restriction-Indoor over 500,General-Communication to the public-Not applicable,General-Communication to healthcare services-Not applicable,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 500,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Closure of public spaces-Non essential shops,Internal travel-Travel restrictions-Cordon sanitaire
2021-02-18,354,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-19,355,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-20,356,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-21,357,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-22,358,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-23,359,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-24,360,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-25,361,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-26,362,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-27,363,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-02-28,364,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-01,365,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-02,366,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-03,367,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-04,368,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-05,369,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-06,370,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-07,371,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-08,372,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-09,373,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,1,0
2021-03-10,374,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,2,0
2021-03-11,375,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,2,0
2021-03-12,376,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,2,0
2021-03-13,377,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,2,0
2021-03-14,378,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,2,2,0
2021-03-15,379,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-16,380,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-17,381,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-18,382,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-19,383,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-20,384,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-21,385,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-22,386,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-23,387,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-24,388,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-25,389,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-26,390,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-27,391,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-28,392,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-29,393,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-30,394,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,2,2,0
2021-03-31,395,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-01,396,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-02,397,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-03,398,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-04,399,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-05,400,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-06,401,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-07,402,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-08,403,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-09,404,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-10,405,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-11,406,2,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,0,2,2,0,0,0,2,2,0,2,0
2021-04-12,407,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-13,408,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-14,409,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-15,410,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-16,411,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-17,412,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-18,413,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-19,414,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-20,415,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-21,416,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-22,417,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-23,418,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-24,419,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-25,420,0,0,1,2,0,2,2,2,2,2,2,0,0,2,2,2,2,2,2,0,0,0,2,2,0,0,0,2,2,0,2,0
2021-04-26,421,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-04-27,422,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-04-28,423,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-04-29,424,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-04-30,425,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-01,426,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-02,427,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-03,428,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-04,429,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-05,430,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-06,431,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-07,432,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-08,433,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-09,434,0,0,1,2,0,2,1,2,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-10,435,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0
2021-05-11,436,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-12,437,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-13,438,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-14,439,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-15,440,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-16,441,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-17,442,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-18,443,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-19,444,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-20,445,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-21,446,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-22,447,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-23,448,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-24,449,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-25,450,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-26,451,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-27,452,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-28,453,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-29,454,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-30,455,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-05-31,456,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-01,457,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-02,458,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-03,459,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-04,460,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-05,461,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-06,462,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-07,463,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-08,464,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-09,465,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-10,466,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-11,467,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-12,468,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-13,469,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-14,470,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-15,471,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-16,472,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-17,473,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-18,474,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-19,475,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-20,476,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-21,477,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-22,478,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-23,479,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-24,480,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-25,481,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-26,482,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-27,483,0,0,1,2,0,1,1,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-28,484,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-29,485,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-06-30,486,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
2021-07-01,487,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-07-02,488,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-07-03,489,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-07-04,490,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2021-07-05,491,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-06,492,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-07,493,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-08,494,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-09,495,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-10,496,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-11,497,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-12,498,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-13,499,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,2,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-14,500,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-15,501,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-16,502,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-17,503,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-18,504,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,0,0,0,2,0,0,0,0
2021-07-19,505,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-20,506,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-21,507,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-22,508,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-23,509,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-24,510,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-25,511,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-26,512,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,2,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-27,513,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-28,514,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-29,515,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-30,516,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-07-31,517,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-01,518,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-02,519,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-03,520,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-04,521,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-05,522,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-06,523,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-07,524,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-08,525,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-09,526,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-10,527,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-11,528,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-12,529,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-13,530,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-14,531,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-15,532,0,0,1,2,0,1,0,1,2,2,2,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-16,533,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-17,534,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
2021-08-18,535,0,0,1,2,0,1,0,1,2,2,1,0,0,2,2,1,0,1,2,0,0,0,1,2,2,0,0,0,0,0,0,0
